site_group_id,canonical_name,sources,source_count,member_count,primary_source,primary_source_layer,primary_record_uid,status_summary,is_currently_built,has_pipeline_status,state,county,city,latitude,longitude,coordinate_valid,geometry_type,operator_summary,name_aliases,facility_size_sqft,campus_area_sqft,mw_summary,reference_confidence,match_notes
site_01234,Amazon Web Services Datacenter Complex,FracTracker|PNNL,2,3,PNNL,campus,PNNL:campus_00460053028,Operating,True,False,VA,Loudoun County,Ashburn,39.0265748165722,-77.45106545332197,True,MultiPolygon,Amazon Web Services|BCORE COPT DC-15 LLC,Amazon IAD79|Amazon Web Services Datacenter Complex|BCORE COPT DC-15,446732.0,1088049.0,,multi_source,FracTracker:frac_row_856<->PNNL:building_00463571876:spatial_100m:24.414m ; FracTracker:frac_row_856<->PNNL:campus_00460053028:spatial_100m:21.103m
site_01235,BEAUMEADE LC PHASE III LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_857,Operating,True,False,VA,Loudoun,Ashburn,39.03638,-77.44979,True,Point,BEAUMEADE LC PHASE III LLC,BEAUMEADE LC PHASE III LLC,147600.0,,,single_source_curated,
site_01236,Belmont Innovation Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_858,Proposed,False,True,VA,Loudoun,Ashburn,39.072826,-77.50972,True,Point,LOUDOUN GC LLC,Belmont Innovation Campus,1300000.0,,,single_source_curated,
site_01237,American Tower EDC Atlanta,FracTracker,1,1,FracTracker,,FracTracker:frac_row_86,Operating,True,False,GA,Fulton,Atlanta,33.68953,-84.51075,True,Point,American Tower Corporation,American Tower EDC Atlanta,360.0,,1,single_source_curated,
site_01238,Brambleton Business Campus Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_860,Proposed,False,True,VA,Loudoun,ASHBURN,38.95391,-77.51837,True,Point,,Brambleton Business Campus Data Center,936191.0,,,single_source_curated,
site_01239,BRAMBLETON SHREVEPORT SOUTH DATA CENTER,FracTracker,1,1,FracTracker,,FracTracker:frac_row_861,Proposed,False,True,VA,Loudoun,Ashburn,38.95967,-77.52909,True,Point,,BRAMBLETON SHREVEPORT SOUTH DATA CENTER,1317531.0,,,single_source_curated,
site_01240,CYRUSONE BROADLANDS DATA CENTER,FracTracker,1,1,FracTracker,,FracTracker:frac_row_863,Proposed,False,True,VA,Loudoun,Ashburn,39.033375,-77.521706,True,Point,,CYRUSONE BROADLANDS DATA CENTER,784600.0,,,single_source_curated,
site_01241,DARAB VENTURES SIX,FracTracker,1,1,FracTracker,,FracTracker:frac_row_864,Proposed,False,True,VA,Loudoun,Ashburn,39.005962,-77.47724,True,Point,,DARAB VENTURES SIX,1538288.0,,,single_source_curated,
site_01242,DBT-DATA ASHBURN HOLDING I,FracTracker,1,1,FracTracker,,FracTracker:frac_row_865,Operating,True,False,VA,Loudoun,Ashburn,39.0249,-77.45765,True,Point,NTT GLOBAL DATA CENTERS AMERICAS INC,DBT-DATA ASHBURN HOLDING I,123200.0,,,single_source_curated,
site_01243,Amazon Web Services,FracTracker|PNNL,2,4,PNNL,campus,PNNL:campus_00460053030,Operating,True,False,VA,Loudoun County,Ashburn,39.02886985735719,-77.4586618970949,True,MultiPolygon,Amazon Web Services|DC 8 9 10 DE LLC,Amazon IAD50|Amazon IAD60|Amazon Web Services|DC 8 9 10 DE,429711.0,1022344.0,,multi_source,FracTracker:frac_row_866<->PNNL:building_00556599694:spatial_100m:82.809m ; FracTracker:frac_row_866<->PNNL:building_00556599695:spatial_100m:70.197m ; FracTracker:frac_row_866<->PNNL:campus_00460053030:spatial_100m:34.763m
site_01244,AT&T Southern Bell Telephone Company Building,FracTracker,1,1,FracTracker,,FracTracker:frac_row_87,Operating,True,False,GA,Fulton,Atlanta,33.7558,-84.3857,True,Point,AT&T,AT&T Southern Bell Telephone Company Building,,,,single_source_curated,
site_01245,Equinix DC13,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00300969250,Operating,True,False,VA,Loudoun County,Ashburn,39.01253746084648,-77.47539286797381,True,Polygon,Equinix,EQUINEX DC13|Equinix DC13,108300.0,,,multi_source,FracTracker:frac_row_871<->PNNL:building_00300969250:spatial_100m:9.007m
site_01246,H5 Data Centers Ashburn,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00234722720,Operating,True,False,VA,Loudoun County,Ashburn,39.01367498906444,-77.45171989501627,True,Polygon,H5,H5 Data Center|H5 Data Centers Ashburn,228816.0,,42,multi_source,FracTracker:frac_row_876<->PNNL:building_00234722720:spatial_100m:30.376m
site_01247,Digital Loudoun Plaza,FracTracker|PNNL,2,18,PNNL,campus,PNNL:campus_01020953454,Operating,True,False,VA,Loudoun County,Ashburn,39.0046791526227,-77.48497952310191,True,MultiPolygon,Amazon Web Services|DIGITAL LOUDOUN II LLC|Digital Realty|GI TC DEVIN SHAFRON LLC,43831 DEVIN SHAFRON DR|AWS Building E|Amazon Web Services Building C|DIGITAL-GCEAR1 ASHBURN|Digital Loudoun Plaza|Digital Realty Building A|Digital Realty Northern Virginia IAD12|Digital Realty Northern Virginia IAD14|Digital Realty Northern Virginia IAD24|Digital Realty Northern Virginia IAD35|Digital Realty Northern Virginia IAD36|Digital Realty Northern Virginia IAD37|Digital Realty Northern Virginia IAD38|IAD Digital Loudoun Plaza|IAD12|IAD14|IAD24,117000.0,686547.0,,multi_source,FracTracker:frac_row_840<->PNNL:building_00300969614:name_supported_500m:166.524m ; FracTracker:frac_row_840<->PNNL:building_00300969615:spatial_100m:11.129m ; FracTracker:frac_row_840<->PNNL:building_00300969616:name_supported_500m:187.264m ; FracTracker:frac_row_840<->PNNL:building_00300969617:name_supported_500m:290.903m ; FracTracker:frac_row_840<->PNNL:building_00300969619:name_supported_500m:198.33m ; FracTracker:frac_row_840<->PNNL:building_00597970806:strong_name_supported_1km:530.473m ; FracTracker:frac_row_840<->PNNL:building_00597970809:name_supported_500m:475.167m ; FracTracker:frac_row_840<->PNNL:building_00597970811:strong_name_supported_1km:692.79m ; FracTracker:frac_row_840<->PNNL:building_00597970813:strong_name_supported_1km:722.248m ; FracTracker:frac_row_840<->PNNL:campus_01020953454:name_supported_500m:224.798m ; FracTracker:frac_row_840<->PNNL:campus_01020953461:name_supported_500m:340.406m ; FracTracker:frac_row_869<->PNNL:building_00300969617:spatial_100m:12.172m ; FracTracker:frac_row_878<->PNNL:building_00300969614:strong_name_supported_1km:733.291m ; FracTracker:frac_row_878<->PNNL:building_00300969616:name_supported_500m:380.004m ; FracTracker:frac_row_878<->PNNL:building_00300969617:name_supported_500m:320.13m ; FracTracker:frac_row_878<->PNNL:building_00300969619:strong_name_supported_1km:588.53m ; FracTracker:frac_row_878<->PNNL:building_00597970806:spatial_100m:82.06m ; FracTracker:frac_row_878<->PNNL:building_00597970809:name_supported_500m:124.878m ; FracTracker:frac_row_878<->PNNL:building_00597970811:name_supported_500m:133.453m ; FracTracker:frac_row_878<->PNNL:building_00597970813:name_supported_500m:175.822m ; FracTracker:frac_row_878<->PNNL:campus_01020953454:strong_name_supported_1km:657.427m ; FracTracker:frac_row_878<->PNNL:campus_01020953461:name_supported_500m:227.493m ; FracTracker:frac_row_881<->PNNL:building_00300969616:spatial_100m:4.737m ; FracTracker:frac_row_881<->PNNL:building_00300969617:name_supported_500m:145.562m ; FracTracker:frac_row_881<->PNNL:campus_01020953454:name_supported_500m:333.953m ; FracTracker:frac_row_881<->PNNL:campus_01020953461:name_supported_500m:151.395m ; FracTracker:frac_row_882<->PNNL:building_00300969614:spatial_100m:10.976m ; FracTracker:frac_row_882<->PNNL:building_00300969617:name_supported_500m:454.983m ; FracTracker:frac_row_882<->PNNL:campus_01020953454:name_supported_500m:246.283m ; FracTracker:frac_row_882<->PNNL:campus_01020953461:strong_name_supported_1km:513.938m ; FracTracker:frac_row_883<->PNNL:building_00300969617:name_supported_500m:335.48m ; FracTracker:frac_row_883<->PNNL:building_00300969619:spatial_100m:66.971m ; FracTracker:frac_row_883<->PNNL:building_00460175672:spatial_100m:70.458m ; FracTracker:frac_row_883<->PNNL:campus_01020953454:spatial_100m:2.297m ; FracTracker:frac_row_883<->PNNL:campus_01020953461:name_supported_500m:440.501m
site_01248,Digital Realty ACC4,FracTracker|NAICS|PNNL,3,21,PNNL,building,PNNL:building_00298126010,Expanding|Operating|Proposed,True,True,VA,Loudoun County,Ashburn,39.017901791124075,-77.46254912313509,True,Polygon,ALSHAIN VENTURES LLC|BLUE SLING ACC 10 LLC|BLUE SLING ACC 9 LLC|DIGITAL LOUDOUN 3 LLC|Digital Realty|FOX PROPERTIES LLC|QUILL EQUITY LLC,"44520 HASTINGS DR|ACC4 Digital Realty|ACC5 ACC6 Digital Realty|ACC7 Digital Realty|BLUE SLING ACC 9|DIGITAL REALTY ACC10|DUPONT FABROS TECH - ASHBURN CORP CTR|Digital Filigree|Digital Realty ACC10|Digital Realty ACC3|Digital Realty ACC4|Digital Realty ACC5|Digital Realty ACC6|Digital Realty ACC7|Digital Realty ACC9|Digital Realty IAD41 (Building P)|Digital Realty IAD42|Digital Realty Northern Virginia IAD39|Digital Realty Northern Virginia IAD40|IAD 41, IAD 42, BLDG P|IAD Round Table Campus Digital Realty",148717.0,,,multi_source,FracTracker:frac_row_843<->NAICS:naics_190:spatial_100m:99.422m ; FracTracker:frac_row_843<->PNNL:building_00298242335:spatial_100m:4.135m ; FracTracker:frac_row_847<->PNNL:building_00298126010:spatial_100m:10.623m ; FracTracker:frac_row_848<->PNNL:building_00300162674:spatial_100m:74.396m ; FracTracker:frac_row_848<->PNNL:building_00300162675:spatial_100m:42.289m ; FracTracker:frac_row_849<->PNNL:building_00649319778:spatial_100m:2.786m ; FracTracker:frac_row_859<->PNNL:building_00649365764:spatial_100m:22.588m ; FracTracker:frac_row_867<->PNNL:building_00298126010:strong_name_supported_1km:708.289m ; FracTracker:frac_row_867<->PNNL:building_00298242335:strong_name_supported_1km:760.88m ; FracTracker:frac_row_867<->PNNL:building_00300162674:strong_name_supported_1km:920.301m ; FracTracker:frac_row_867<->PNNL:building_00649319778:strong_name_supported_1km:902.259m ; FracTracker:frac_row_867<->PNNL:building_00649365764:strong_name_supported_1km:957.055m ; FracTracker:frac_row_867<->PNNL:building_00701923204:strong_name_supported_1km:790.395m ; FracTracker:frac_row_867<->PNNL:building_00793087858:strong_name_supported_1km:581.48m ; FracTracker:frac_row_868<->PNNL:building_00701923204:spatial_100m:76.036m ; FracTracker:frac_row_877<->PNNL:building_00793087858:spatial_100m:38.07m ; FracTracker:frac_row_877<->PNNL:building_01025002889:strong_name_supported_1km:789.13m ; FracTracker:frac_row_879<->PNNL:building_00649365764:strong_name_supported_1km:995.073m ; FracTracker:frac_row_879<->PNNL:building_00701923202:spatial_100m:93.075m ; FracTracker:frac_row_879<->PNNL:building_00701923203:name_supported_500m:172.944m ; FracTracker:frac_row_879<->PNNL:building_00701923204:strong_name_supported_1km:683.418m ; FracTracker:frac_row_879<->PNNL:building_00793087858:strong_name_supported_1km:721.434m ; NAICS:naics_190<->PNNL:building_00298242335:spatial_100m:99.86m
site_01249,ATL1,FracTracker,1,1,FracTracker,,FracTracker:frac_row_88,Operating,True,False,GA,DeKalb,Atlanta,33.926537,-84.32673,True,Point,Lincoln Rackhouse,ATL1,77322.0,,15,single_source_curated,
site_01250,DataBank Ashburn IAD3,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01188691869,Operating,True,False,VA,Loudoun County,Ashburn,39.017878446923135,-77.48182767102682,True,Polygon,Databank|ZCOLO LLC,DataBank Ashburn IAD3|IAD3 DataBank,286800.0,,,multi_source,FracTracker:frac_row_884<->PNNL:building_01188691869:spatial_100m:13.549m
site_01251,NTT Ashburn VA3 Data Center,FracTracker|PNNL,2,6,PNNL,building,PNNL:building_00649365751,Expanding,True,True,VA,Loudoun County,Ashburn,39.017182329202555,-77.47037644027546,True,Polygon,NTT|NTT GLOBAL DATA CENTERS VA LLC,NTT Ashburn VA3 Data Center|NTT Ashburn VA4 Data Center|NTT Ashburn VA5 Data Center|NTT Ashburn VA7 Data Center|NTT Ashburn VA8 Data Centre|NTT Global Data Centers,1376853.0,,32,multi_source,FracTracker:frac_row_886<->PNNL:building_00649365751:name_supported_500m:241.559m ; FracTracker:frac_row_886<->PNNL:building_00793888429:spatial_100m:28.501m ; FracTracker:frac_row_886<->PNNL:building_00793888430:name_supported_500m:193.863m ; FracTracker:frac_row_886<->PNNL:building_01188691868:name_supported_500m:321.575m ; FracTracker:frac_row_886<->PNNL:point_13154826378:name_supported_500m:252.916m
site_01252,PowerHouse ABX-1,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01188715508,Operating,True,False,VA,Loudoun County,Ashburn,39.01957792722464,-77.45046549748376,True,Polygon,AREP BEAUMEADE LLC|PowerHouse,PowerHouse ABX-1|PowerHouse/AREP ABX-1,259194.0,,,multi_source,FracTracker:frac_row_887<->PNNL:building_01188715508:spatial_100m:2.115m
site_01253,QTS Ashburn-Shellhorn,FracTracker|PNNL,2,5,PNNL,campus,PNNL:campus_01343769701,Operating,True,False,VA,Loudoun County,Ashburn,38.998536773549944,-77.47494238152574,True,MultiPolygon,QTS Data Centers|Quality Technology Services,ASH3 DC2|QTS Ashburn-Shellhorn|QTS Ashburn-Shellhorn DC1|QTS Ashburn-Shellhorn DC2|QTS DATA CENTER ASH3-DC1,302180.0,829536.0,,multi_source,FracTracker:frac_row_854<->PNNL:building_01188680247:spatial_100m:14.324m ; FracTracker:frac_row_854<->PNNL:campus_01343769701:spatial_100m:65.948m ; FracTracker:frac_row_888<->PNNL:building_01003348567:spatial_100m:9.255m ; FracTracker:frac_row_888<->PNNL:campus_01343769701:spatial_100m:72.738m
site_01254,NTT Ashburn VA1 Data Center,FracTracker|NAICS|PNNL,3,3,PNNL,building,PNNL:building_00300163083,Operating,True,False,VA,Loudoun County,Ashburn,39.02276445956019,-77.45486923381064,True,Polygon,NTT|RAGINGWIRE DATA CENTERS INC,NTT Ashburn VA1 Data Center|RAGING WIRE VA1|VA1 DATA CENTER,109300.0,,,multi_source,FracTracker:frac_row_889<->NAICS:naics_171:name_supported_500m:120.222m ; FracTracker:frac_row_889<->PNNL:building_00300163083:spatial_100m:11.708m ; NAICS:naics_171<->PNNL:building_00300163083:name_supported_500m:126.161m
site_01255,ATL2 Colo Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_89,Operating,True,False,GA,Fulton,Atlanta,33.761627,-84.39127,True,Point,Hivelocity,ATL2 Colo Data Center,,,3,single_source_curated,
site_01256,Sabey Intergate.Ashburn (Building A),FracTracker|PNNL,2,4,PNNL,building,PNNL:building_00793888427,Approved/Permitted/Under construction|Operating,True,True,VA,Loudoun County,Ashburn,39.01449812159213,-77.4799880049684,True,Polygon,INTERGATE ASHBURN I LLC|Sabey Data Centers,Red Rum Dr Campus Sabey Data Centers|Sabey Data Center|Sabey Intergate.Ashburn (Building A),400232.0,,85,multi_source,FracTracker:frac_row_890<->PNNL:building_00708916484:spatial_100m:81.876m ; FracTracker:frac_row_890<->PNNL:building_00793888427:name_supported_500m:133.441m ; FracTracker:frac_row_891<->PNNL:building_00793888427:name_supported_500m:183.243m
site_01257,SDC ASHBURN I,FracTracker,1,1,FracTracker,,FracTracker:frac_row_892,Expanding,False,True,VA,Loudoun,Ashburn,38.99621,-77.47164,True,Point,SDC ASHBURN ALPHA I LLC,SDC ASHBURN I,531592.0,,,single_source_curated,
site_01258,STACK NVA04,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01344901568,Operating,True,False,VA,Loudoun County,Ashburn,38.99911305239166,-77.46086691565762,True,Polygon,STACK INFRASTRUCTURE,STACK NVA04,371211.0,,,multi_source,FracTracker:frac_row_893<->PNNL:building_01344901568:spatial_100m:9.127m
site_01259,STACK NVA04,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01344901567,Operating,True,False,VA,Loudoun County,Ashburn,39.00044576934913,-77.46077416535871,True,Polygon,STACK INFRASTRUCTURE,STACK NVA04,371941.0,,,multi_source,FracTracker:frac_row_894<->PNNL:building_01344901567:spatial_100m:52.677m
site_01260,STACK NVA04,FracTracker,1,1,FracTracker,,FracTracker:frac_row_895,Expanding,False,True,VA,Loudoun,Ashburn,39.002777,-77.46116,True,Point,STACK INFRASTRUCTURE,STACK NVA04,371941.0,,,single_source_curated,
site_01261,Tech Park at Brambleton,FracTracker,1,1,FracTracker,,FracTracker:frac_row_896,Proposed,False,True,VA,Loudoun,Ashburn,38.956566,-77.53436,True,Point,BlackChamber Group,Tech Park at Brambleton,1700000.0,,,single_source_curated,
site_01262,TELOS DATA CENTER,FracTracker,1,1,FracTracker,,FracTracker:frac_row_897,Proposed,False,True,VA,Loudoun,Ashburn,39.067024,-77.47857,True,Point,,TELOS DATA CENTER,180000.0,,,single_source_curated,
site_01263,Vantage VA 3,FracTracker,1,1,FracTracker,,FracTracker:frac_row_898,Proposed,False,True,VA,Loudoun,Ashburn,39.079758,-77.506546,True,Point,VANTAGE DATA CENTERS VA3 LLC/Jeff Tench,Vantage VA 3,2329165.0,,,single_source_curated,
site_01264,Vantage VA 3,FracTracker,1,1,FracTracker,,FracTracker:frac_row_899,Expanding,False,True,VA,Loudoun,Ashburn,39.077393,-77.506165,True,Point,VANTAGE DATA CENTERS VA3 LLC/Jeff Tench,Vantage VA 3,385398.0,,,single_source_curated,
site_01265,Avaio Digital Leo,FracTracker,1,1,FracTracker,,FracTracker:frac_row_9,Proposed,False,True,AR,Pulaski,Little Rock,34.618,-92.26808,True,Point,Avaio Digital,Avaio Digital Leo,,,"150-1,000",single_source_curated,
site_01266,VISA Data Center,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00380282154,Operating,True,False,VA,Loudoun County,Ashburn,39.04872822028961,-77.4454155025337,True,Polygon,VISA USA INC,VISA Data Center|VISA USA INC,365855.0,,,multi_source,FracTracker:frac_row_900<->PNNL:building_00380282154:spatial_100m:55.043m
site_01267,CloudHQ Ashburn Campus,FracTracker|PNNL,2,10,PNNL,campus,PNNL:campus_01343774537,Operating|Proposed,True,True,VA,Loudoun County,Ashburn,39.01071824022996,-77.46211284959409,True,MultiPolygon,CloudHQ|KAVEH VENTURES LLC|LOHRASP VENTURES LLC,44621 WAXPOOL RD|CLOUD HQ LC3|CloudHQ Ashburn Campus|CloudHQ LC1|CloudHQ LC2|CloudHQ LC3|DULLES BERRY LC4|Loudoun County Pkwy Data Center|Zebra East,983994.0,1553192.0,144,multi_source,FracTracker:frac_row_839<->PNNL:building_00794147654:spatial_100m:14.709m ; FracTracker:frac_row_839<->PNNL:building_00794147655:name_supported_500m:195.888m ; FracTracker:frac_row_839<->PNNL:building_01443187163:name_supported_500m:240.157m ; FracTracker:frac_row_839<->PNNL:campus_01343774537:spatial_100m:94.049m ; FracTracker:frac_row_844<->PNNL:building_00794147655:spatial_100m:57.336m ; FracTracker:frac_row_862<->PNNL:building_01443187163:spatial_100m:68.502m ; FracTracker:frac_row_870<->PNNL:building_01381994242:spatial_100m:30.661m ; FracTracker:frac_row_901<->PNNL:building_00794147654:strong_name_supported_1km:941.89m ; FracTracker:frac_row_901<->PNNL:building_01381994242:name_supported_500m:304.677m
site_01268,Hanover-Ashland Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_902,Proposed,False,True,VA,Hanover,Ashland,37.75563,-77.449936,True,Point,Tradeport Ashland Land LLC,Hanover-Ashland Data Center,,,,single_source_curated,
site_01269,Ironhorse East Ashland,FracTracker,1,1,FracTracker,,FracTracker:frac_row_903,Proposed,False,True,VA,Hanover,Ashland,37.759018,-77.4508,True,Point,"Harris and Douglass Properties, LLC",Ironhorse East Ashland,3300000.0,,,single_source_curated,
site_01270,Pixel Factory,FracTracker,1,1,FracTracker,,FracTracker:frac_row_904,Operating,True,False,VA,Hanover,Ashland,37.69901,-77.43627,True,Point,PIXEL FACTORY DEVELOPMENT LLC,Pixel Factory,6000.0,,,single_source_curated,
site_01271,Tract Technology Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_905,Proposed,False,True,VA,Hanover,Ashland,37.786198,-77.4404,True,Point,VALCO HANOVER COUNTY,Tract Technology Campus,11000000.0,,2400,single_source_curated,
site_01272,Brush Mountain Blacksburg,FracTracker,1,1,FracTracker,,FracTracker:frac_row_906,Operating,True,False,VA,Montgomery,Blacksburg,37.203728,-80.4118,True,Point,BRUSH MOUNTAIN DATA CENTER LLC,Brush Mountain Blacksburg,1886.0,,,single_source_curated,
site_01273,Microsoft Azure,FracTracker,1,1,FracTracker,,FracTracker:frac_row_907,Expanding,False,True,VA,Mecklenburg,Boydton,36.69652,-78.36116,True,Point,Microsoft,Microsoft Azure,1625704.0,,,single_source_curated,
site_01274,Microsoft Boydton Data Center,FracTracker|NAICS|PNNL,3,3,PNNL,campus,PNNL:campus_00675108684,Operating,True,False,VA,Mecklenburg County,Boydton,36.685373308018725,-78.37655327186563,True,MultiPolygon,Microsoft,MICROSOFT CORPORATION - EAST COAST DATA CENTER|Microsoft Boydton Data Center|Microsoft Data Center,,11273954.0,,multi_source,FracTracker:frac_row_908<->NAICS:naics_155:name_supported_500m:323.125m ; FracTracker:frac_row_908<->PNNL:campus_00675108684:strong_name_supported_1km:782.613m
site_01275,Microsoft Ridge Road Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_909,Proposed,False,True,VA,Mecklenburg,Boydton,36.69182,-78.3648,True,Point,Microsoft,Microsoft Ridge Road Campus,,,,single_source_curated,
site_01276,Bristow Campus,FracTracker,1,1,FracTracker,,FracTracker:frac_row_910,Proposed,False,True,VA,Prince William,Bristow,38.73797,-77.54125,True,Point,,Bristow Campus,540000.0,,,single_source_curated,
site_01277,Delvin Technology Park,FracTracker,1,1,FracTracker,,FracTracker:frac_row_911,Proposed,False,True,VA,Prince William,Bristow,38.767223,-77.57575,True,Point,"STANLEY MARTIN HOMES, LLC",Delvin Technology Park,3530000.0,,,single_source_curated,
site_01278,Gainsville Tech Park,FracTracker,1,1,FracTracker,,FracTracker:frac_row_912,Proposed,False,True,VA,Prince William,Bristow,38.780186,-77.568985,True,Point,Microsoft,Gainsville Tech Park,2982000.0,,,single_source_curated,
site_01279,Hunter Property,FracTracker,1,1,FracTracker,,FracTracker:frac_row_913,Proposed,False,True,VA,Prince William,Bristow,38.773407,-77.59043,True,Point,LHR GAINESVILLE LLC,Hunter Property,3650157.0,,,single_source_curated,
site_01280,MICROSOFT CORPORATION,FracTracker,1,1,FracTracker,,FracTracker:frac_row_914,Proposed,False,True,VA,Prince William,Bristow,38.784103,-77.567726,True,Point,Microsoft,MICROSOFT CORPORATION,200000.0,,,single_source_curated,
site_01281,Google,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_01252196815,Operating,True,False,VA,Prince William County,Bristow,38.776122951150654,-77.58252358239119,True,Polygon,"Google|NOVA MANGO FARMS LLC
 C/O CORPORATION SERVICE COMPANY","Google|NOVA MANGO FARMS LLC
 C/O CORPORATION SERVICE COMPANY",578290.0,,,multi_source,FracTracker:frac_row_915<->PNNL:building_01252196815:spatial_100m:76.231m
site_01282,PROJECT INDUSTRY,FracTracker,1,1,FracTracker,,FracTracker:frac_row_916,Proposed,False,True,VA,Prince William,Bristow,38.781742,-77.579185,True,Point,,PROJECT INDUSTRY,1838000.0,,,single_source_curated,
site_01283,SES AMERICOM INC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_917,Operating,True,False,VA,Prince William,Bristow,38.78381,-77.57232,True,Point,SES AMERICOM INC,SES AMERICOM INC,20534.0,,,single_source_curated,
site_01284,Sharpless Enterprises LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_918,Proposed,False,True,VA,Prince William,Bristow,38.786884,-77.57505,True,Point,Sharpless Enterprises LLC,Sharpless Enterprises LLC,2400000.0,,,single_source_curated,
site_01285,SI NVA17 LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_919,Proposed,False,True,VA,Prince William,Bristow,38.734524,-77.54742,True,Point,STACK INFRASTRUCTURE,SI NVA17 LLC,637282.0,,,single_source_curated,
site_01286,Digital Realty Data Center,FracTracker|PNNL,2,2,PNNL,building,PNNL:building_00278560778,Operating,True,False,GA,Fulton County,Atlanta,33.65703230386123,-84.41520253319351,True,Polygon,Digital Realty,Atlanta ATL12|Digital Realty Data Center,334400.0,,,multi_source,FracTracker:frac_row_92<->PNNL:building_00278560778:spatial_100m:16.007m
site_01287,Bull Church Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_921,Proposed,False,True,VA,Caroline,,38.009125,-77.49331,True,Point,,Bull Church Data Center,792000.0,,,single_source_curated,
site_01288,Compton Property SUP,FracTracker,1,1,FracTracker,,FracTracker:frac_row_922,Proposed,False,True,VA,Prince William,Bull run,38.775803,-77.51027,True,Point,Amazon,Compton Property SUP,1062000.0,,,single_source_curated,
site_01289,Catlett Data Center Park,FracTracker,1,1,FracTracker,,FracTracker:frac_row_923,Proposed,False,True,VA,Fauquier,Catlett,38.661777,-77.63222,True,Point,Catlett Station II LLC,Catlett Data Center Park,1400000.0,,,single_source_curated,
site_01290,Headwaters Site Development LLC,FracTracker,1,1,FracTracker,,FracTracker:frac_row_924,Suspended,False,True,VA,Fauquier,Catlett,38.66282,-77.6317,True,Point,,Headwaters Site Development LLC,,,,single_source_curated,
site_01291,Warrenton Amazon Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_925,Approved/Permitted/Under construction,False,True,VA,Fauquier,Catlett,38.729473,-77.78753,True,Point,Amazon,Warrenton Amazon Data Center,220000.0,,,single_source_curated,
site_01292,LEE ROAD PROPERTY,FracTracker,1,1,FracTracker,,FracTracker:frac_row_927,Operating,True,False,VA,Fairfax,Chantilly,38.890537,-77.453674,True,Point,LEE ROAD PROPERTY LLC,LEE ROAD PROPERTY,20118.0,,,single_source_curated,
site_01293,"PARKSTONE TECH PARK, LLC",FracTracker,1,1,FracTracker,,FracTracker:frac_row_928,Proposed,False,True,VA,Fairfax,Chantilly,38.87255,-77.46563,True,Point,"PARKSTONE TECH PARK, LLC","PARKSTONE TECH PARK, LLC",500000.0,,,single_source_curated,
site_01294,PDCREF 2 Chantilly,FracTracker,1,1,FracTracker,,FracTracker:frac_row_929,Proposed,False,True,VA,Fairfax,Chantilly,38.903057,-77.46525,True,Point,PDCREF 2 CHANTILLY LLC,PDCREF 2 Chantilly,402000.0,,,single_source_curated,
site_01295,Penzance Development Data Center,FracTracker,1,1,FracTracker,,FracTracker:frac_row_930,Approved/Permitted/Under construction,False,True,VA,Fairfax,Chantilly,38.90522,-77.4554,True,Point,,Penzance Development Data Center,402000.0,,,single_source_curated,
site_01296,TFG INDEPENDENCE CENTER I PROPERTY,FracTracker,1,1,FracTracker,,FracTracker:frac_row_931,Operating,True,False,VA,Fairfax,Chantilly,38.880272,-77.462234,True,Point,TFG INDEPENDENCE CENTER I PROPERTY LLC,TFG INDEPENDENCE CENTER I PROPERTY,293514.0,,,single_source_curated,
